ID,Organism,Molecule Type,Topology,Description,Genome Type,Length,die
NC_040586.1,Brassica napus RNA virus 1,RNA,linear,"Brassica napus RNA virus 1 isolate SP2S, complete genome",ssRNA(+),12313,no
NC_040588.1,Diatom colony associated dsRNA virus 15,RNA,linear,"Diatom colony associated dsRNA virus 15 genomic RNA, complete genome",ssRNA(+),12940,no
NC_040589.1,Diatom colony associated ssRNA virus 1,RNA,linear,"Diatom colony associated ssRNA virus 1 genomic RNA, complete genome",ssRNA(+),11413,no
NC_040605.1,Marmot sapelovirus 1,RNA,linear,"Marmot sapelovirus 1 strain HT5, complete genome",ssRNA(+),7726,no
NC_040609.1,Rhizoctonia solani endornavirus 1,ds-RNA,linear,"Rhizoctonia solani endornavirus 1 isolate GD-2, complete genome",ssRNA(+),19936,no
NC_040611.1,Hedgehog dicipivirus,RNA,linear,"Hedgehog dicipivirus strain hedgehog/H14/2015/HUN, complete genome",ssRNA(+),8838,no
NC_040613.1,Nephila clavipes virus 3,ss-RNA,linear,"Nephila clavipes virus 3 isolate SC, complete genome",ssRNA(+),8138,no
NC_040614.1,Nephila clavipes virus 4,ss-RNA,linear,"Nephila clavipes virus 4 isolate SC, complete genome",ssRNA(+),11919,no
NC_040627.1,Lettuce chordovirus 1,RNA,linear,"Lettuce chordovirus 1 isolate JG1, complete genome",ssRNA(+),8536,no
NC_040630.1,Blackberry virus A,RNA,linear,"Blackberry virus A isolate Arkansas, complete genome",ssRNA(+),7285,no
NC_040631.1,Sclerotinia minor endornavirus 1,RNA,linear,"Sclerotinia minor endornavirus 1 strain LC22, complete genome",ssRNA(+),12626,no
NC_040642.1,Rhimavirus A,RNA,linear,"Rhimavirus A, complete genome",ssRNA(+),7456,no
NC_040643.1,Panax ginseng flexivirus 1,RNA,linear,"Panax ginseng flexivirus 1 isolate Changbai, complete genome",ssRNA(+),9002,no
NC_040644.1,Turtle grass virus X,RNA,linear,"Turtle grass virus X isolate TB 2016, complete genome",ssRNA(+),6278,no
NC_040645.1,Culex Flavi-like virus,RNA,linear,"Culex Flavi-like virus strain CFVL/San Francisco, complete genome",ssRNA(+),10609,no
NC_040646.1,Culex Iflavi-like virus 1,RNA,linear,"Culex Iflavi-like virus 1 strain CIVL1/Sutter, complete genome",ssRNA(+),10310,no
NC_040647.1,Culex Bastrovirus-like virus,RNA,linear,"Culex Bastrovirus-like virus strain CAVL/Fresno, complete genome",ssRNA(+),5415,no
NC_040649.1,Sclerotinia sclerotiorum deltaflexivirus 2,RNA,linear,"Sclerotinia sclerotiorum deltaflexivirus 2 isolate 228, complete genome",ssRNA(+),6735,no
NC_040650.1,Pleione flower breaking virus,RNA,linear,"Pleione flower breaking virus isolate CZ-Wharf1, complete genome",ssRNA(+),9952,no
NC_040656.1,Rhizophagus sp. RF1 mitovirus,RNA,linear,"Rhizophagus sp. RF1 mitovirus genomic RNA, complete genome",ssRNA(+),2895,no
NC_040661.1,Diatom colony associated ssRNA virus 2,RNA,linear,"Diatom colony associated ssRNA virus 2 genomic RNA, complete genome",ssRNA(+),4586,no
NC_040673.1,Pelodiscus sinensis picornavirus 1,RNA,linear,"Pelodiscus sinensis picornavirus 1 strain CNSR2011, complete genome",ssRNA(+),8145,no
NC_040674.1,Marmot norovirus,RNA,linear,"Marmot norovirus strain HT16, complete genome",ssRNA(+),6453,no
NC_040675.1,Nesidiocoris tenuis iflavirus 1,RNA,linear,"Nesidiocoris tenuis iflavirus 1 strain SD, complete genome",ssRNA(+),10663,no
NC_040680.1,Apple luteovirus 1,RNA,linear,"Apple luteovirus 1 isolate PA8, complete genome",ssRNA(+),6001,no
NC_040684.1,Goose picornavirus 1,RNA,linear,"Goose picornavirus 1 strain goose/NLSZK2/HUN/2013, complete genome",ssRNA(+),8051,no
NC_040689.1,Salvia divinorum RNA virus 1,RNA,linear,"Salvia divinorum RNA virus 1 isolate Sdiv, complete genome",ssRNA(+),9214,no
NC_040702.1,Gigaspora margarita mitovirus 1,RNA,linear,"Gigaspora margarita mitovirus 1 isolate GmMV1-BEG34, complete genome",ssRNA(+),3243,no
NC_040703.1,Chrysanthemum virus R,RNA,linear,"Chrysanthemum virus R strain BJ, complete genome",ssRNA(+),8890,no
NC_040710.1,Sogatella furcifera hepe-like virus,RNA,linear,"Sogatella furcifera hepe-like virus isolate Guangdong, complete genome",ssRNA(+),7312,no
NC_040717.1,Culex Tetra-like virus,RNA,linear,"Culex Tetra-like virus strain CTetVL/Riverside, complete genome",ssRNA(+),2066,no
NC_040724.1,Psammotettix alienus iflavirus 1,RNA,linear,"Psammotettix alienus iflavirus 1, complete genome",ssRNA(+),10836,no
NC_040797.1,Ribes americanum virus A,RNA,linear,"Ribes americanum virus A isolate Oregon, complete genome",ssRNA(+),7106,no
NC_040799.1,Helianthus annuus alphaendornavirus,RNA,linear,"Helianthus annuus alphaendornavirus isolate BJ, complete genome",ssRNA(+),14663,no
NC_040800.1,Actinidia seed-borne latent virus,RNA,linear,"Actinidia seed-borne latent virus isolate 01227, complete genome",ssRNA(+),8192,no
NC_040802.1,Lily yellow mosaic virus,RNA,linear,"Lily yellow mosaic virus, complete genome",ssRNA(+),9811,no
NC_040816.1,Gigaspora margarita mitovirus 2,RNA,linear,"Gigaspora margarita mitovirus 2 isolate GmMV2-BEG34, complete genome",ssRNA(+),3394,no
NC_040819.1,Leptosphaeria biglobosa mitovirus 1,RNA,linear,"Leptosphaeria biglobosa mitovirus 1, complete genome",ssRNA(+),2568,no
NC_040825.1,Cluster bean endornavirus 1,RNA,linear,"Cluster bean endornavirus 1 isolate 593049, complete genome",ssRNA(+),12895,no
NC_040834.1,Blackcurrant-associated closterovirus 1,RNA,linear,"Blackcurrant-associated closterovirus 1 isolate BC, complete genome",ssRNA(+),17320,no
NC_040835.1,Rana hepevirus,RNA,linear,"Rana hepevirus strain agile forg/RD6/2015/HUN, complete genome",ssRNA(+),7188,no
NC_040836.1,Areca palm necrotic spindle-spot virus,RNA,linear,"Areca palm necrotic spindle-spot virus isolate HNBT, complete genome",ssRNA(+),9437,no
NC_040842.1,Potexvirus sp.,RNA,linear,"Potexvirus sp., complete genome",ssRNA(+),5839,no
MK055337.1,Cucurbit aphid-borne yellows virus,RNA,linear,"Cucurbit aphid-borne yellows virus isolate BL-4, complete genome",ssRNA(+),5679,no
MK491895.1,Citrus tristeza virus,RNA,linear,"Citrus tristeza virus isolate FN08, complete genome",ssRNA(+),19252,no
MN356037.1,Catharanthus mosaic virus,RNA,linear,"Catharanthus mosaic virus isolate CatMV-M1, complete genome",ssRNA(+),9589,no
LC381945.1,Cymbidium chlorotic mosaic virus,RNA,linear,"Cymbidium chlorotic mosaic virus Kor genomic RNA, complete genome",ssRNA(+),4084,no
MK509773.1,Bovine viral diarrhea virus 1a,RNA,linear,"Bovine viral diarrhea virus 1a isolate BVD1a-JB, complete genome",ssRNA(+),12169,no
MK509774.1,Bovine viral diarrhea virus 1b,RNA,linear,"Bovine viral diarrhea virus 1b isolate BVD1b-JH, complete genome",ssRNA(+),12110,no
MK509775.1,Bovine viral diarrhea virus 2a,RNA,linear,"Bovine viral diarrhea virus 2a isolate BVD2a-CA, complete genome",ssRNA(+),12150,no
MK804765.1,Grapevine leafroll-associated virus 3,RNA,linear,"Grapevine leafroll-associated virus 3 isolate GLRaV-3.NUB-BR, complete genome",ssRNA(+),18498,no
LC179613.1,Bamboo mosaic virus,RNA,linear,"Bamboo mosaic virus genomic RNA, complete genome, isolate: BaMV-Yogya1",ssRNA(+),6364,no
MN233654.1,Rice yellow mottle virus,RNA,linear,"Rice yellow mottle virus isolate Se1, complete genome",ssRNA(+),4450,no
KY821090.1,Grapevine leafroll-associated virus 2,RNA,linear,"Grapevine leafroll-associated virus 2 isolate SL13, complete genome",ssRNA(+),16571,no
KY821095.1,Grapevine leafroll-associated virus 4,RNA,linear,"Grapevine leafroll-associated virus 4 isolate LH3, complete genome",ssRNA(+),13857,no
KY940820.1,Grapevine leafroll-associated virus 7,RNA,linear,"Grapevine leafroll-associated virus 7 isolate q4, complete genome",ssRNA(+),16336,no
MH713426.1,Maize chlorotic dwarf virus,RNA,linear,"Maize chlorotic dwarf virus strain MCDV-BR, complete genome",ssRNA(+),11974,no
MN635447.1,Kappaarterivirus wobum,RNA,linear,"Kappaarterivirus wobum isolate WPDV-AU1, complete genome",ssRNA(+),12639,no
MN688647.1,Moroccan watermelon mosaic virus,RNA,linear,"Moroccan watermelon mosaic virus strain BF, complete genome",ssRNA(+),9744,no
MN749140.1,Coxsackievirus B5,RNA,linear,"Coxsackievirus B5 strain 12C8, complete genome",ssRNA(+),7411,no
MN749141.1,Coxsackievirus A16,RNA,linear,"Coxsackievirus A16 strain 12C10, complete genome",ssRNA(+),7408,no
MN749144.1,Human rhinovirus A45,RNA,linear,"Human rhinovirus A45 strain 12I7, complete genome",ssRNA(+),7100,no
MN749147.1,Human rhinovirus 1B,RNA,linear,"Human rhinovirus 1B strain 12J7, complete genome",ssRNA(+),7144,no
MN749148.1,Human rhinovirus A51,RNA,linear,"Human rhinovirus A51 strain 12K5, complete genome",ssRNA(+),7116,no
MN749149.1,Human rhinovirus A2,RNA,linear,"Human rhinovirus A2 strain 12K9, complete genome",ssRNA(+),7077,no
MN749155.1,Rhinovirus A,RNA,linear,"Rhinovirus A strain 12N2, complete genome",ssRNA(+),7100,no
MN749158.1,Human rhinovirus A66,RNA,linear,"Human rhinovirus A66 strain 12O6, complete genome",ssRNA(+),7112,no
MN242369.1,Hepacivirus F,RNA,linear,"Hepacivirus F isolate MgHV2, complete genome",ssRNA(+),8901,no
MH558035.1,Potato virus M,RNA,linear,"Potato virus M isolate T20, complete genome",ssRNA(+),8524,no
MN481403.1,Enterovirus C,RNA,linear,"Enterovirus C isolate BE-18-7469-L, complete genome",ssRNA(+),7410,no
MN145871.1,Echovirus E6,RNA,linear,"Echovirus E6 strain EchoE6/22/ZJ/CHN/2018, complete genome",ssRNA(+),7393,no
MN203148.1,Lettuce chlorosis virus,RNA,linear,"Lettuce chlorosis virus isolate LCV-2.CD-VA, complete genome",ssRNA(+),8460,no
MN107382.1,Hordeum vulgare alphaendornavirus,RNA,linear,"Hordeum vulgare alphaendornavirus isolate HYT-37, complete genome",ssRNA(+),14243,no
MN203139.1,Papaya mosaic virus,RNA,linear,"Papaya mosaic virus isolate PapMV.PC-VA, complete genome",ssRNA(+),6623,no
KY711418.1,Ornithogalum virus 3,RNA,linear,"Ornithogalum virus 3 clone G_Meta-contig8321-RC, complete genome",ssRNA(+),9433,no
MF078483.1,Bean common mosaic necrosis virus,RNA,linear,"Bean common mosaic necrosis virus isolate HXH-1, complete genome",ssRNA(+),9635,no
MH158659.1,Grapevine virus T,RNA,linear,"Grapevine virus T isolate BJ, complete genome",ssRNA(+),8700,no
LC483442.1,Porcine torovirus,RNA,linear,"Porcine torovirus Ibaraki/2018 genomic RNA, complete genome",ssRNA(+),28329,no
MN600000.1,Groundnut rosette assistor virus,RNA,linear,"Groundnut rosette assistor virus isolate SC7.1, complete genome",ssRNA(+),5850,no
MK982553.1,Grapevine virus A,RNA,linear,"Grapevine virus A isolate M5v, complete genome",ssRNA(+),7471,no
MN510867.1,Big Sioux River virus,RNA,linear,"Big Sioux River virus strain BSRV CR-026, complete genome",ssRNA(+),9983,no
MN781627.1,Human parechovirus 3,RNA,linear,"Human parechovirus 3 isolate US-WI-09-R1, complete genome",ssRNA(+),7322,no
MK955888.1,Cassava brown streak virus,RNA,linear,"Cassava brown streak virus isolate Ug65, complete genome",ssRNA(+),9026,no
MN385583.1,Hepacivirus C,RNA,linear,"Hepacivirus C isolate 2584, complete genome",ssRNA(+),9383,no
MK658830.1,Coxsackievirus A4,RNA,linear,"Coxsackievirus A4 isolate 01/Taian/SD/2017, complete genome",ssRNA(+),7417,no
MN622133.1,Dianke virus,RNA,linear,"Dianke virus strain DiankeV_MP_SN, complete genome",ssRNA(+),20128,yes
MK599421.1,Apple stem grooving virus,RNA,linear,"Apple stem grooving virus isolate L2, complete genome",ssRNA(+),6496,no
MK933286.1,Cucumber green mottle mosaic virus,RNA,linear,"Cucumber green mottle mosaic virus isolate GDLZ, complete genome",ssRNA(+),6423,no
MK988414.1,Zucchini tigre mosaic virus,RNA,linear,"Zucchini tigre mosaic virus isolate KF8, complete genome",ssRNA(+),10325,no
MN057643.1,Koutango virus,RNA,linear,"Koutango virus isolate PM148, complete genome",ssRNA(+),10948,no
MN718732.1,Maize chlorotic mottle virus,RNA,linear,"Maize chlorotic mottle virus isolate MCMV_Babati09-TZA, complete genome",ssRNA(+),4420,no
MK975887.1,Wheat streak mosaic virus,RNA,linear,"Wheat streak mosaic virus isolate WSMV-OH1, complete genome",ssRNA(+),9376,no
MK975888.1,Oat necrotic mottle virus,RNA,linear,"Oat necrotic mottle virus isolate ONMV-OH1, complete genome",ssRNA(+),9266,no
MK975889.1,Cereal yellow dwarf virus RPS,RNA,linear,"Cereal yellow dwarf virus RPS isolate CYDV-RPS-OH1, complete genome",ssRNA(+),5628,no
MN128938.1,Barley yellow dwarf virus PAS,RNA,linear,"Barley yellow dwarf virus PAS isolate BYDV-PAS-OH1, complete genome",ssRNA(+),5570,no
MN128941.1,Barley yellow dwarf virus PAV,RNA,linear,"Barley yellow dwarf virus PAV isolate BYDV-PAV-OH1, complete genome",ssRNA(+),5664,no
MN115377.1,Barmah Forest virus,RNA,linear,"Barmah Forest virus isolate PNG, complete genome",ssRNA(+),11480,no
MN547968.1,Encephalomyocarditis virus,RNA,linear,"Encephalomyocarditis virus isolate SG-G15150-19, complete genome",ssRNA(+),7706,no
LC511903.1,Carrot virus Y,RNA,linear,"Carrot virus Y Vic Orig RNA, complete genome",ssRNA(+),9609,no
MG976720.1,Avian hepatitis E virus,RNA,linear,"Avian hepatitis E virus, complete genome",ssRNA(+),6664,no
MH750912.1,Human poliovirus 1,RNA,linear,"Human poliovirus 1 isolate CHN15115/Xinjiang/CHN/2011, complete genome",ssRNA(+),7442,no
MG921619.1,Human astrovirus,RNA,linear,"Human astrovirus isolate Yu/1-CHN, complete genome",ssRNA(+),6801,no
MK294345.1,Duck hepatitis A virus 1,RNA,linear,"Duck hepatitis A virus 1 isolate FJ15, complete genome",ssRNA(+),7654,no
MK800121.1,Echovirus E25,RNA,linear,"Echovirus E25 strain USA/2018-23126, complete genome",ssRNA(+),7212,no
MN306025.1,Human rhinovirus B83,RNA,linear,"Human rhinovirus B83 strain SC0340, complete genome",ssRNA(+),7077,no
MN306034.1,Rhinovirus B14,RNA,linear,"Rhinovirus B14 strain SC0641, complete genome",ssRNA(+),7163,no
MN306047.1,Human rhinovirus A25,RNA,linear,"Human rhinovirus A25 strain SC0881, complete genome",ssRNA(+),7122,no
MG893511.1,Feline coronavirus,RNA,linear,"Feline coronavirus isolate Felix, complete genome",ssRNA(+),29298,no
MK431779.1,Wasabi mottle virus,ss-RNA,linear,"Wasabi mottle virus isolate SFU2, complete genome",ssRNA(+),6297,no
MK130864.1,Soybean yellow mottle mosaic virus,RNA,linear,"Soybean yellow mottle mosaic virus isolate Sb-1, complete genome",ssRNA(+),3974,no
MH370485.1,Turnip vein-clearing virus,RNA,linear,"Turnip vein-clearing virus isolate ApH, complete genome",ssRNA(+),6312,no
MK292710.1,Watermelon virus A,RNA,linear,"Watermelon virus A isolate Huizhou, complete genome",ssRNA(+),8369,no
MK837006.1,Mayaro virus,cRNA,linear,"Mayaro virus strain Homo sapiens/Haiti-0380/2014, complete genome",ssRNA(+),11429,no
MK460230.1,Porcine astrovirus 2,RNA,linear,"Porcine astrovirus 2 isolate PoAstV2/CHN/WG-R2/2017, complete genome",ssRNA(+),6422,no
MH745077.1,Rubella virus genotype 2B,RNA,linear,"Rubella virus genotype 2B strain RVi/Pune.IND/12.92[2B], complete genome",ssRNA(+),9761,yes
MK369929.1,Cherry associated luteovirus,RNA,linear,"Cherry associated luteovirus isolate Dneprovka 54, complete genome",ssRNA(+),5809,no
MK419834.1,Usutu virus,RNA,linear,"Usutu virus isolate USU-BE-Scoter/2018, complete genome",ssRNA(+),11066,no
MN116646.1,Cardiovirus B,RNA,linear,"Cardiovirus B strain rat08/rCaB/HUN, complete genome",ssRNA(+),8101,no
MN116647.1,Aichivirus A,RNA,linear,"Aichivirus A strain rat08/rAiA/HUN, complete genome",ssRNA(+),8268,no
MN116648.1,Rosavirus B,RNA,linear,"Rosavirus B strain rat08/rRoB/HUN, complete genome",ssRNA(+),8731,no
MK371020.1,Avihepatovirus A,ss-RNA,linear,"Avihepatovirus A strain Du/DH/LGD111238, complete genome",ssRNA(+),7703,no
NC_021153.1,Rodent hepacivirus,ss-RNA,linear,"Rodent hepacivirus, complete genome",ssRNA(+),8879,no
NC_039475.1,Norovirus GII.17,RNA,linear,"Norovirus GII.17, complete genome",ssRNA(+),7556,no
LC424105.3,Grapevine fabavirus,RNA,linear,"Grapevine fabavirus CSM genomic RNA, segment RNA2, complete genome",ssRNA(+),3140,no
MF590069.1,Porcine pestivirus 1,RNA,linear,"Porcine pestivirus 1 strain APPV/Pig-wt/USA/Minnesota-1/2016, complete genome",ssRNA(+),11397,no
NC_029055.1,Spondweni virus,RNA,linear,"Spondweni virus, complete genome",ssRNA(+),10290,no
MH827523.1,Quang Binh virus,RNA,linear,"Quang Binh virus isolate LZ17046/China/2017, complete genome",ssRNA(+),10844,no
NC_039897.1,Norovirus GI/Hu/JP/2007/GI.P3_GI.3/Shimizu/KK2866,RNA,linear,"Norovirus GI/Hu/JP/2007/GI.P3_GI.3/Shimizu/KK2866, complete genome",ssRNA(+),7745,yes
NC_044045.1,Norovirus GII/Hu/JP/2007/GII.P15_GII.15/Sapporo/HK299,RNA,linear,"Norovirus GII/Hu/JP/2007/GII.P15_GII.15/Sapporo/HK299, complete genome",ssRNA(+),7551,no
NC_044046.1,Norovirus GII/Hu/JP/2011/GII/Yuzawa/Gira2HS,RNA,linear,"Norovirus GII/Hu/JP/2011/GII/Yuzawa/Gira2HS, complete genome",ssRNA(+),7543,no
MK279472.1,Fusarium graminearum hypovirus 1,RNA,linear,"Fusarium graminearum hypovirus 1 strain FgHv1HN10, complete genome",ssRNA(+),13035,no
MN181513.1,Enterovirus B,RNA,linear,"Enterovirus B strain 2010_ES_NGR_I011, complete genome",ssRNA(+),7310,no
MK028842.1,Eastern equine encephalitis virus,RNA,linear,"Eastern equine encephalitis virus isolate Eastern Equine Encephalitis virus/76V-25343, complete genome",ssRNA(+),11414,no
MK028843.1,Ross River virus,RNA,linear,"Ross River virus isolate Ross River Virus/H.sapiens-wt/Australia/2009/PW14, complete genome",ssRNA(+),11979,no
MK410044.1,Swine hepatitis E virus,RNA,linear,"Swine hepatitis E virus strain SWU/D18/2018, complete genome",ssRNA(+),7214,no
MK648158.1,Tobacco mild green mosaic virus,RNA,linear,"Tobacco mild green mosaic virus isolate TMGMV-CaJO, complete genome",ssRNA(+),6414,no
NC_031916.1,Hepacivirus L,RNA,linear,"Hepacivirus L, complete genome",ssRNA(+),8916,no
NC_038428.1,Hepacivirus I,RNA,linear,"Hepacivirus I, complete genome",ssRNA(+),8883,no
NC_038430.1,Hepacivirus K,RNA,linear,"Hepacivirus K, complete genome",ssRNA(+),9609,no
NC_038432.1,Hepacivirus N,RNA,linear,"Hepacivirus N, complete genome",ssRNA(+),8880,no
MK955806.1,Phasey bean mild yellows virus,RNA,linear,"Phasey bean mild yellows virus isolate 5511, complete genome",ssRNA(+),5838,no
LC487707.1,Carnation mottle virus,RNA,linear,"Carnation mottle virus DC genomic RNA, complete genome",ssRNA(+),3993,no
MK386569.1,Bovine astrovirus,RNA,linear,"Bovine astrovirus strain BoAstV-Neuro-Uy, complete genome",ssRNA(+),6427,no
MK684252.1,Human pegivirus genotype 1,RNA,linear,"Human pegivirus genotype 1 isolate BRA-2015-17, complete genome",ssRNA(+),9085,yes
MH545961.1,Grapevine leafroll-associated virus 1,RNA,linear,"Grapevine leafroll-associated virus 1 isolate ON84-15, complete genome",ssRNA(+),18921,no
MN080499.1,Hibiscus latent Singapore virus,RNA,linear,"Hibiscus latent Singapore virus isolate HLSV-UKM, complete genome",ssRNA(+),6296,no
MN080500.1,Hibiscus chlorotic ringspot virus,RNA,linear,"Hibiscus chlorotic ringspot virus isolate HCRV-UKM, complete genome",ssRNA(+),3873,no
MN103523.1,Foot-and-mouth disease virus - type SAT 2,RNA,linear,"Foot-and-mouth disease virus - type SAT 2 isolate SAT2/NIG/1/14, complete genome",ssRNA(+),8091,no
MG602227.1,Dasheen mosaic virus,RNA,linear,"Dasheen mosaic virus isolate Et5, complete genome",ssRNA(+),9757,no
LC491285.1,Actinidia virus A,RNA,linear,"Actinidia virus A JN-BS genomic RNA, complete genome",ssRNA(+),7661,no
NC_004102.1,Hepatitis C virus genotype 1,ss-RNA,linear,"Hepatitis C virus genotype 1, complete genome",ssRNA(+),9646,no
NC_031324.1,Primate norovirus,RNA,linear,"Primate norovirus, complete genome",ssRNA(+),7753,no
MK604923.1,Melon necrotic spot virus,RNA,linear,"Melon necrotic spot virus isolate L8, complete genome",ssRNA(+),4219,no
MK405594.1,Chilli veinal mottle virus,RNA,linear,"Chilli veinal mottle virus isolate SichuanLuzhou, complete genome",ssRNA(+),9726,no
MK652148.1,Maize yellow mosaic virus,RNA,linear,"Maize yellow mosaic virus isolate MaYMV-SC1, complete genome",ssRNA(+),5642,no
MK948533.1,Pea enation mosaic virus 1,RNA,linear,"Pea enation mosaic virus 1 isolate JKI ID 31399, complete genome",ssRNA(+),5700,no
MK948534.1,Pea enation mosaic virus 2,RNA,linear,"Pea enation mosaic virus 2 isolate JKI ID 31399, complete genome",ssRNA(+),4256,no
MN061492.1,Rabbit hemorrhagic disease virus 2,RNA,linear,"Rabbit hemorrhagic disease virus 2 isolate RHDV2-NL2016, complete genome",ssRNA(+),7473,no
